rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,iPhone 8S,I bought this phone for my granddaughter. It was way cheaper than buying it new from the phone company. It said it was for<br />At&t phones. It looked brand new and installed easily. My granddaughter loves it.,[],B07759SBP7,B07759SBP7,AH2XZ6Z5ZFXKHDNJHJ42757MBG7Q,1587851079035,0,True
5.0,Screen bigger than iPhone 5 for sure,"I went from iPhone 5 to iPhone 8, I am so glad I did 😄",[],B078P38R8L,B078P38R8L,AGBMZQERT5CGBXM7NZPRYIHYGVJA,1626445163252,3,True
5.0,Love it,Great,[],B07B9LWLR7,B07B9LWLR7,AFMVDECO5ZTDQV3UVOLTXUHKCWEA,1583547843359,1,True
1.0,Phone heats while charging,Will definitely return,[],B09JFC967X,B09JFC967X,AEWCQNYBSQCFX3IVZG4TBCCGAGXA,1673541281220,0,True
3.0,"Was sold a jailbroken cell, stopped connecting to cell service","Phone started having connectivity issues to cell network,  only to find out from apple it was a jailbroken/ modified cell. Sent back.",[],B07234GKN5,B07234GKN5,AFL32AME6P2O2R57PGIII4PEEBQQ,1568375912853,1,True
4.0,Nice!,"I appreciated receiving this iPhone 8plus with 256GB of storage from the seller in a very timely manner. I think it arrived within 3 days. The phone came as advertised. It was a refurbished phone but came looking clean and without obvious marks, scratches or blemishes. Even though that is not a big concern to me because the first thing I do is put my phones in a protective case. My carrier had no trouble activating this unlocked phone and switching everything over and so far the phone is performing the way you would expect it to. I am satisfied with this purchase.",[],B07759SBP7,B07759SBP7,AFBFMF6GS3MPSVPH7MG7YX3SWGQA,1616681711995,0,True
1.0,Functionally,Doesn't record sound. Doesn't work with earpods with lightning charger. Cant hear voice on the phone while in a call.,[],B07234GKN5,B07234GKN5,AEYK3YOF7FTV53OWP5NMJ7ZNA4GQ,1578174679434,1,True
5.0,Birthday gift for my baby girl ❣️,Came right on time and works great! Birthday gift for my granddaughter ❣️,[],B00NGOCER4,B00NGOCER4,AHRTFHNHZQDWGHCWYYOFZQ5DIYUQ,1539996447447,0,True
5.0,Definitely recommend,"I’m so glad I purchased this when I did! It got delivered earlier than expected. Came in an apple box & was secured, no scratches or anything! It was easy to transfer my old phone to this one at Sprint!",[],B07B9LFNM9,B07B9LFNM9,AFUXKQOEEBA5DNSSAZ5MNO73JBEQ,1563122498430,0,True
5.0,Best phone ever!!,"Awesome phone for work, emails, photos, music etc.",[],B07759SBP7,B07759SBP7,AGUML44TPZZIFX3BNUH4E7VWGYBQ,1580858563508,0,True
5.0,Was a bit worried but working well.,I got this for my 13 year old that takes care of things very well. But always worried about buying refurbished phones. He paid for part of it himself. It came in a timely manner. He has gotten a case for it and I purchased the 2 year extended warranty on here as well just in case. But it seems to work great for him. No complaints.,[],B07759SBP7,B07759SBP7,AF6GKOZMJON7NUIAL4KKEB2ZS2PA,1583596082687,0,True
1.0,No funcionó,"El producto nunca funcionó, y tuvo serios problemas, no lo recomiendo, por lo menos tube qué retornarlo.",[],B09JFN8K6T,B09JFN8K6T,AHEZD7KAOXJBQTRYTCBQUWOYDW6A,1673239456389,0,True
4.0,Four Stars,Conforme,[],B004YRBM1Q,B004YRBM1Q,AHUZBD5AITZ3TC5MFBGWUYY5HJ7Q,1456673506000,0,True
5.0,Good price great service,Works great!,[],B07234GKN5,B07234GKN5,AFRHITEU7IMQNPD3JNERKNRACRAQ,1589235819050,0,True
1.0,Don’t buy,It makes a pop sound then crashes what I am doing<br />Also it turns different colors sometimes,[],B07759SBP7,B07759SBP7,AEREYDVQ35SGYM74C5K7YNXITXTQ,1583503886923,0,True
5.0,Five Stars,perfect condition,[],B00NQGOZCY,B00NQGOZCY,AF7BXZO4SDX3QAD4LZN2UPED7JAQ,1487689126000,0,True
5.0,Great phone,Works as expected,[],B09JFS4P67,B09JFS4P67,AEMOS2RDXOFJZ4WC374ORDEWWHBQ,1663445180149,1,True
5.0,Good product,"Navigating internet , call home using.",[],B07B9LFNM9,B07B9LFNM9,AH52QS7YHZYU66UUPTRHZWU43AQQ,1560179891857,0,True
1.0,DO NOT BUY!!!,Phone was in pristine condition but it was completely defective i charged it for 2 hours straight and it would not boot up. Would recommend to just purchase from Apple retailer.,[],B07759SBP7,B07759SBP7,AG4R7PUQSHRULKJYAVUUXFG7STCQ,1527582437765,9,False
1.0,Don't buy.,Bad screen. Fingerprint scanner doesn't work. Buy from someone else.,[],B07759SBP7,B07759SBP7,AF473XREK26XGAI5QFGWZUNCJLYA,1618934438172,1,True
5.0,Just like a new iPhone!,For the price I paid feels like I’m taking advantage of the seller because the phone is in excellent conditions. Just looks like a new one.!,[],B078P38R8L,B078P38R8L,AFYPF3DMY3UB4FQBBFI7EGTLD5LA,1628905497498,1,True
5.0,Great phone,Love this phone. Fast shipping,[],B09JF5ZHQS,B09JF5ZHQS,AFNBEAJBRJUGIWXGHNJYYHHFVCXA,1670387870129,0,True
5.0,Five Stars,It is such a great phone. So glad I fd it among Amazon's sellers.,[],B00NGOCER4,B00NGOCER4,AEF7JP5JUSLRYBSXLDNGN37TMMUQ,1536515978498,1,True
5.0,So far this phone lives up to all it said,I was excited when my phone arrived! The price was a price I could live with and the phone has been great so far. I’ve had it several months and the battery has truly surprised me. I usually charge it every other day .,[],B09JFN8K6T,B09JFN8K6T,AEGBH7ZNZAVVVR5UQUNMDJNPCJIA,1665839049188,3,True
1.0,(iPhone8+ has Touch ID but rating asked my about face recognition?) -  Image quality is fading,I don't know if the software updates just devaluate the built-in camera(s) or the mechanics just get worse after some time due to bad quality!? The issue is when the phone came out it took amazing picture but after some time and multiple updates / upgrades to latest iOS the quality went down. Same with performance.,[],B07759SBP7,B07759SBP7,AEWOZ2R3MRC2KXRA5QDTAJJZIIUA,1628969581622,1,True
5.0,Great phone,Great phone!!!,[],B07759SBP7,B07759SBP7,AHC6QSWF75TYTKW3UNQLPLZTESIA,1617943378877,0,True
5.0,Recomendado,Todo me agrado,"[{'small_image_url': 'https://m.media-amazon.com/images/I/61BZDnfGdbL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61BZDnfGdbL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61BZDnfGdbL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07759SBP7,B07759SBP7,AHL55WJQKARWNGGZTP4XGSKU2JVA,1672340343196,0,True
5.0,Spectacular phone,Gr8 value for the money,[],B09JFP3R1D,B09JFP3R1D,AGOFPVXDAUDEG7DUKFHZFEFQGCDA,1671225140041,0,True
1.0,Constant network issues.,"It’s been almost 4 months since I have been using this phone. Initially it was working fine but now I constantly face networking issues like WiFi, call drops etc. also when you are talking to someone over the phone, the voice is not really clear. Sometime I have to ask people to call me back on my other phone ( much older iphone But works better). I am a genuine apple user but I will say this thing, if you can’t afford a new product just but from the competitors but don’t waste money on this product because it’s not worth it.",[],B07759SBP7,B07759SBP7,AERIB2WMPWUMPZS3UVIDN6C2L2LA,1575547186365,6,True
5.0,iPhone plus 8,"Looks like new, excellent phone love the battery life and camera, size can be little tricky getting use to if you had a normal size screen",[],B07B9LWLR7,B07B9LWLR7,AECMYXJ6U5RY4K5ULPDZIAIXM4WA,1554888433301,4,True
1.0,Doesn’t work,"The iPhone did not work properly. Unable to make or receive calls, all other functions were delayed. Horrible customer service.",[],B078P38R8L,B078P38R8L,AH77X6UM2YJRRHCPT5E63FE62JJA,1678298745538,0,True
5.0,Good supplier,Excelent,[],B07JCXLZPZ,B07JCXLZPZ,AEGJYKLVRJMCGQKPP5SHG7IQ5I6A,1615915669189,0,True
5.0,Great phone,Good quality phone.,[],B07759SBP7,B07759SBP7,AFLGPCEZQVJ3DM4YEDDE23LHDTPA,1658893590250,0,True
4.0,Phone arrived on time,Speaker on phone never worked when recieved but my son wouldn’t give it to me to fix the problem.. other then that all was good,[],B00NGOCER4,B00NGOCER4,AFO5KBZV5QR2WMZYXKQTD3BCCWZQ,1577836513600,0,True
5.0,Phone works great!!,This phone has been great!! I have been using it for almost two months & have no issues. The battery life isn’t great but it better than my old phone. It was delivered very quickly. Works with Verizon. Really glad I got this phone!,[],B07234GKN5,B07234GKN5,AG25YMNQEMGAMQVU7EWRSRSMY2LQ,1580775448969,0,True
4.0,Dropped in in water. Can't get details on one year satisfaction guaruntee. Link does not work.,Phone worked well until it was in the ocean for five minutes at two feet deep. No longer works and there is no way to get information on the gauruntee.,[],B09JF5ZHQS,B09JF5ZHQS,AF4DJRGV4A5LIQCD5UYDBTAC6ZKA,1677483639850,0,True
4.0,The right iPhone but wrong color!,My Mother would rather like red over this color and applecare+ instead. Thank you.,[],B09JFMBNPH,B09JFMBNPH,AG7H3QZ2XA73VR3NNKYVDYUCJGIQ,1668503332615,0,True
3.0,not so good,I started to feel a bit stuck when I started using it.  The color of the screen looks strange.  Also watching YouTube looks less effective than iphone6,[],B07759SBP7,B07759SBP7,AGXUIPG7STYPO5WPIW45OUQJMMAQ,1575214196343,0,True
4.0,Nice phone,Phone is working well. Phone volume was decreasing with battery balance. But when kept charged it works fine,[],B07B9LFNM9,B07B9LFNM9,AEA5ASKSYMZ4275VOVFW5S42ZZRA,1638767785390,1,True
5.0,Wow,This phone os beautiful! I love it! So worth ordering from this company!,[],B07759SBP7,B07759SBP7,AFFH7OE7B74TYLGBLFEH6NNKADPA,1631320493152,1,True
5.0,Great iPhone 8 plus,For a refurbished phone it’s like brand new!,[],B07759SBP7,B07759SBP7,AHJAL7MVLBE7TGUFQW3X4SMQUSNQ,1582772887106,0,True
5.0,Reputation,Just got my account transferred. So far it is great.,[],B071HWTHBJ,B071HWTHBJ,AEXLY6GAZ6OGU2LWRZGJ5T7FLYPA,1591651618470,0,True
5.0,"WONDERFUL WORKING PHONE,  HIGHLY RECOMMEND TO ALL!","The phone is just as advertised.  Great features,  good camera,  lots of space at 512.Highly recommend to all!",[],B09JFC8JGG,B09JFC8JGG,AHBBWZCWWV5B23V6HBK6KPZZTJFA,1678916383097,0,True
4.0,It’s alright,Price was reasonable and there’s lots of phone storage,[],B07759SBP7,B07759SBP7,AGNTPIFABM57JWSSGT5M4UTXWKCA,1628456289579,0,True
4.0,Unlock device,Look new,[],B07B9LFNM9,B07B9LFNM9,AGFPMNTELLFUF76ASMXSN3Z6QHQQ,1559613571181,0,True
5.0,Best iPhone with most current features.,"A very good iPhone. I understand it is one of the most popular iPhone still very have the most features in photos, Whatsapp, music. Good battery life even as a recond unit.",[],B07759SBP7,B07759SBP7,AHL3QRU5TJEDKH3YWDUOT3RXI3PA,1573118337942,0,True
5.0,Works Great!,Works great!! I received this iphone three weeks ago. Works perfect!  Arrived in a good package and the phone is like brand new. Thankful for this seller.,[],B09JFN8K6T,B09JFN8K6T,AFNY2KFYBPYT7RS5G42MJXFVXHZQ,1672150438593,0,True
5.0,perfect,Even better than it looked online,[],B00NQHZ2RU,B00NQHZ2RU,AHYIKUDNM33GPYLZ2ZULG2H5H3ZA,1459808611000,0,True
5.0,iPhone 8+,Great value,[],B07759SBP7,B07759SBP7,AGUUR2QMDUQBFGMKYTCAIPUU46SA,1609818835046,0,True
3.0,HAD TO RETURN,Why doesn’t anything look exactly like the description?! I returned this after I saw it wasn’t what was advertised. Thankfully customer service helped in a timely manner and was not rude or anything.,[],B07759SBP7,B07759SBP7,AHRESV6L7GJXGA3JIAC2UGZPDTCQ,1679671476390,0,True
5.0,Very nice phone!,I’m very happy with this phone. It arrived on the day it said it would and works perfectly.,[],B07759SBP7,B07759SBP7,AGEU33ARY2SSVWUCWE6PZ366NN7A,1573239223011,0,True
5.0,Very impressed,Looks like a brand new phone.,[],B07B9LFNM9,B07B9LFNM9,AFCSMEQCRANQ5G7OLE6KNJULZKGQ,1560588895419,0,True
5.0,Perfect as if new,Couldn’t have gotten a better or faster deal with a new phone.,[],B09JFN8K6T,B09JFN8K6T,AHR45UJCSFVMR5UYDZ4CPOVXPA2A,1656212852216,0,True
5.0,iPhone 8 plus,I love this phone thus far!!!!!,[],B07759SBP7,B07759SBP7,AG3HLDZCEUSMUXWJ4L2KJXNTWF3A,1582912571895,0,True
4.0,The battery did seem a bit compromised already.,Battery life seemed to less than new.,[],B07759SBP7,B07759SBP7,AF5ZVTRIQ544A76C53M6ZAT3424A,1628079391958,1,True
5.0,thank you :),"really happy , with your product , than you again .",[],B09JFN8K6T,B09JFN8K6T,AEL7OXRL22D64DTVB7RMRILZCJCQ,1661949850342,1,True
1.0,Hoping for good customer service,Didn't last 30 days,[],B07759SBP7,B07759SBP7,AFLZ32TYDV7REV7ZFMDF2TJTT7VA,1562706113742,4,True
5.0,Satisfecho,"Muy contento con el teléfono, funciona bien muy buenas fotos y el sistema es muy rápido con excelente capacidad de memoria!!!",[],B07B9LWLR7,B07B9LWLR7,AFJ5FHILGWJ4HOLSTDOB7R4RNFQA,1579847630770,0,True
5.0,5 stars,Excellent 5 stars,[],B07759SBP7,B07759SBP7,AGCMH5XFTSGYOKYUEZRNPXQA6HNQ,1545959734192,1,True
5.0,Go,G t vgyv v hszvfvfta,[],B08TDV7WF7,B08TDV7WF7,AHBSX7GSXF333S4RDB5BFJZ3PGJQ,1639957922600,0,False
4.0,I was ok,It was ok but I didn’t like that it doesn’t brought earphones,[],B00NGOCER4,B00NGOCER4,AFI7H42MKC2WGANEFCO53USUXMVA,1535425185630,1,True
5.0,Probably open box or never been used before.,"Bought this for my sister, phone came in an immaculate condition, we thought it was brand new.<br />Phone was unlocked , batter life and everything else was just excellent.<br />Definitely recommending this.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61qjmo0-q6L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61qjmo0-q6L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61qjmo0-q6L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09JF3PVM2,B09JF3PVM2,AH2EBAXD7MEIEWAHDGM7BZESXVWA,1660836080425,8,True
5.0,"Perfect iPhone, Perfect Price","I was SO NERVOUS about buying an iPhone online. However I couldn't afford to add one to my cell bill and didn't want to spend over $500 on a phone. This was the PERFECT solution. My phone arrived in one-day (way better than ebay options) and was in almost mint condition. 6 months later it is still in perfect, working condition.",[],B07B9LFNM9,B07B9LFNM9,AEMI2WPAUIKTO452UGAZTGWGS3HA,1573594124873,0,True
5.0,ok,ok,[],B072KFCKYH,B072KFCKYH,AG5OFXIA2HL45DQAPA4JRE4RIGLA,1560897018793,0,True
3.0,N/A,I didn’t review carefully so I got it seems like a used one and the volume is some time shutting off. I’ll look thoroughly before I order any product next time,[],B072KFCKYH,B072KFCKYH,AG53Z5AMFKMHX2PRJJP4PDR7GPZA,1579130125455,0,True
5.0,Bueno yo considero la sinceridad: si yo busco un teléfono Bueno,"Muchas  gracias por enviarme este teléfono muy bonito,  funciona bien. De hecho valió la pena la inversión. No tenía y no tiene un rasguño,  ya compré el forro y me encantó","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71McW87eZjL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71McW87eZjL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71McW87eZjL.jpg', 'attachment_type': 'IMAGE'}]",B07759SBP7,B07759SBP7,AFGHAGLYTFKU6OKQM3YII5CLFYLQ,1584919926842,2,True
4.0,IPhone 7 plus,Light weight,[],B081TJLF3H,B081TJLF3H,AGGLORSYGWAVGU5U24S2NYDGNSDA,1578486309128,4,True
5.0,works wonderfully,shipped fast and worked!,[],B07759SBP7,B07759SBP7,AGQX7PUT3PHTWBHGEGPVEGG37TGQ,1575317062703,0,True
1.0,No wonder its continually “refurbished “,Battery life terrible; over heats in 5 min; Amazon really screwed us over on this one.  Thx Jeff!,[],B09JFC967X,B09JFC967X,AE3XDUXDZNVHIPCDEO3RRU3DWDMA,1662254524287,2,True
5.0,Happy,Loving it and it came super fast,[],B07759SBP7,B07759SBP7,AHU5YOP3YPW4EOLJIG25P5WERT4A,1584808808165,0,True
1.0,Poor quality,Horrible. Cracking . People can’t hear you!<br />Perhaps you may want to test your product!,[],B07759SBP7,B07759SBP7,AHDXCSSE66NTXOKS55IEGDN7B4AQ,1559390009689,1,True
1.0,do not buy all have issues they are broken,kept crashing over and over again now bootloops cannot use  bought in feb not even 4  months for 400 dollars  contacted seller no reply  yet.<br /> do not buy  i repeat do not buy  spend the money and buy off  street or store instead  this garbage phone set me back 400 for 4 months  never worked right  now its a brick,[],B07759SBP7,B07759SBP7,AG67XGIZPZK24JHO7X5MW47N2RGA,1593481044304,1,True
5.0,10/10,"came in great conditions, and works even better",[],B082MTXNT1,B082MTXNT1,AFATSKFOZIW7S2CMLX7YLSYIBAZA,1671423890950,0,True
5.0,Looks and performs like a new phone.,Excellent phone!  Looks and performs like new. Battery life is excellent.,[],B07759SBP7,B07759SBP7,AF7JH2GIEIHSPGCDHL3FCZCIOR7A,1562368591588,0,True
1.0,"Useless phone, refund not received aftet return","Phone did not work properly, unable to send messages and calls dropped or could not connect.  Returned for refund,  and have not received a reply or a refund.",[],B004YRBM1Q,B004YRBM1Q,AF6EVAZQA44OUPFS2KKBPICCZSWQ,1462312010000,0,True
1.0,Don’t waste your money! Phone didn’t work,"Wish I could get a refund, phone stoped charging after 1 week of use.<br />Don’t waste your money & buy an iPhone from this seller instead go into an apple store!!",[],B07759SBP7,B07759SBP7,AFFKBF2XSZIIG6ONVXDMDZF5TBRA,1600107673165,1,True
4.0,So far so good.,"Works great so far, and the condition was excellent no marks or scratches anywhere. Arrived on time.",[],B07759SBP7,B07759SBP7,AECCJSV4UPI5ONX67L3O7DX6W7IA,1560529714732,0,True
5.0,Works fine,Price is overall on the high side but good though.<br />No issue so far.,[],B07759SBP7,B07759SBP7,AFXQHCFHN6A4HJMSZQ3H2UQGNIKA,1603996508767,1,True
3.0,"Nice phone, But……",Nice phone for the money this person loves the iPhone 8 Plus but needed in bigger GB space so chose the 256gb but the phone is acting up T mobile. Won’t let her use her apps without WiFi and it does weird things when messaging etc. this is a refurbished phone so I get it. You never know what you’ll get. I believe she will have to take it to T-Mobile or get a new SIM card perhaps… not sure at this point. Other than that she likes the phone.,[],B07759SBP7,B07759SBP7,AHT7HNAJXJZUQUDCUCMFJMUSLRCQ,1665153436445,0,True
1.0,Months In Review,"I ordered this phone in February. Took extremely great care of it. After reading all of the reviews, I saw many people talk about how after a few months the phone completely blacked out on them. This is me right now. For days my phone has been randomly rebooting and now it won't come back on at all. Do not purchase this phone.",[],B07759SBP7,B07759SBP7,AGGZ6HHJMZK3J6NMDAOJBPWZGLOQ,1562510040985,3,True
5.0,Great. Really worth your money,Hesitated at first but very satisfied when the package arrived. Had it for 5 days and so far so good. iPhone looks brand new even have a screen protector on it. It also comes with lighting cable. Not a single scratch. Really worth the money,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61WXhLx7DbL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61WXhLx7DbL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61WXhLx7DbL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mgNG-O9OL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mgNG-O9OL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71mgNG-O9OL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71uENahL56L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71uENahL56L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71uENahL56L.jpg', 'attachment_type': 'IMAGE'}]",B07759SBP7,B07759SBP7,AFBMO2UTJKFMHECUMHV7MELMM76A,1555269261598,22,True
5.0,Excellent condition,"Excellent condition. Was able to swap my sim card, and was operating in no time!",[],B07759SBP7,B07759SBP7,AFGEZDGSYFAMEYJ4IJKYNCEFQU7A,1679606458040,0,True
5.0,Go for it,A steal arrived in perfect tip top condition not a single scratch nothing it looks brand new and the battery life is at 98% literally brand new condition and arrived with a charging cable and wall charger I'm impressed!,[],B07B9LFNM9,B07B9LFNM9,AE4QRRVMORAWANESM6AOLTHGL2CQ,1558041222561,53,True
5.0,Great Condition for a Great Price!,"The phone came in excellent condition and even had a power cord! (which, I don't recall being in the description, so thank you very much!). There were only a few, very small and hard to notice, scratches, but otherwise, it looks and works brand new. Thanks again!",[],B00NQHZ2RU,B00NQHZ2RU,AFSSVFWYHLLKBZWEXAL3FDTRRBDA,1530381739546,0,True
5.0,Buy at ur own risk,One of the speaker on this phone is not working that the only problem other than that it’s a good product,[],B07B9LWLR7,B07B9LWLR7,AFBCSCIE74Y6ZK22DI72J3N3X5GQ,1556159663403,3,True
5.0,Worth every penny!,Excellent buy-looks like a new iphone and works perfect!,[],B07759SBP7,B07759SBP7,AE7LJGV2MMFFWOKIX2RMB642S5OQ,1614145640773,0,True
5.0,product 24 hour hotline,excellent product support,[],B07759SBP7,B07759SBP7,AHEHGGUZIT3H3RAFSE47LSQAT5EA,1617084250707,0,True
5.0,Good quality,"Bought it for elderly mother, it works great! I've only had to show her how to use it 20 times!!!(today)",[],B07B9LFNM9,B07B9LFNM9,AESIZTTHOLYUVAUAP4NKC6EBE5JQ,1566540568646,0,True
5.0,Five Stars,very good phone,[],B00NQHZ2RU,B00NQHZ2RU,AHXDCUGSZJKWQTHSBG3LGUKNXJKA,1425084780000,1,True
5.0,So far so good,I bought this for my 15 year old godson who is like most teens and hard on things. I like to be able to keep in touch with him back home in Arizona<br />So far so good. He’s had no complaints and said he likes it.<br /> The last refurbished phone I bought from Amazon lasted him 3 years which is good for him.,[],B078P38R8L,B078P38R8L,AH24T3YU7WFMZPE5R6ZTFQFIYSUQ,1630104868245,2,True
5.0,Works perfect and looks brand new,"A great renewed phone.  Daughter loves it, no complaints!",[],B07B9LWLR7,B07B9LWLR7,AHR2KHHFTWKUWMZX4CWBHW3XVRBA,1562025289639,0,True
5.0,Quality,Good quality as expected,[],B09JFN8K6T,B09JFN8K6T,AFEJUTRUOCEW4CLPE3GAJTIC2XRA,1656525171135,0,True
5.0,Great phone,Just like new :-),[],B07759SBP7,B07759SBP7,AFDJ3UIWZK5NDD3SX7ZU3BY7DZXA,1562628738789,0,True
1.0,"Phone ordered claimed to be Unlocked, it was not unlocked",Phone was advertised to be unlocked. When I tried to setup up with Verizon it showed as being locked. The selling company did not respond to emails until the next day. All they said to do was return it. Seems like that would have been part of the refurbishing.,[],B0B5FLX9WS,B0B5FLX9WS,AFSAQZLP5LM55OB4LATQQA2EKF2Q,1671303406201,2,True
5.0,"Works great, no issues!",I have not had any issues with this phone. Definitely worth the money,[],B07759SBP7,B07759SBP7,AGRMXJLZXWX6HQV22DLEWIU4EP5A,1574602204519,0,True
5.0,EASE OF USE AND TRIPLE CAMERAS & VIDEO CAPABILITIES,"IPHONE 12 PRO EASY FOR BEGINNERS TO USE. HAD ASSISTANCE SETTING UP AND TRASFERING DATA FROM OLD PHONE SAMSUNG J7 WITH HELP OF SALES REP AT LOCAL T-MOBILE STORE. 99% OF PROGRAMS, DATA AND PHOTOS WERE TRANSFERED. ONCE COMPLETED TRANSFER, CUSTOMIZING TO MY PERSONAL SETTINGS WAS FAIRLY EASY. PHONE IS VERY COMFORTABLE TO HOLD. MUCH LOUDER THAN MY OLD PHONE. SCREEN MAKES TEXTING EASIER TOO AS LETTERS AND NUMBERS JUST THE RIGHT SIZE FOR MY FINGERS. SCROLLING IE FACEBOOK, YOUTUBE, ECT. IS REAL SMOOTH. PICTURES ARE EXCELLENT IN THE PHOTO ALBUMS. YOU CAN ALSO EDIT PICTURES IN THE ALBUM A HUGHE PLUS. THE THREE CAMERAS ARE EXCELLENT AS WELL AS THE PORTARIT MODE AND THE VIDEO. VIDEO IS SO LIFE LIKE AND THE COLORS ARE FANTASTIC. THE NIGHT VIEW WORKS BEAUTIFULLY AS THE PICTURES COME OUT LIKE THEY WERE SHOT IN DAYLIGHT. I BOUGHT THE IPHONE 12 PRO RENEWED. BATTERY LIFE WAS 96% AND I FOUND NO SCRATCHES, DENTS OR DINGS. IT WAS JUST LIKE A BRAND NEW CAMERA OUT OF THE BOX. IT DID HAVE DIFFERENT CHARGING CABLE AND POWER BLOCK WHICH WERE APPLE CERTIFIED. I HAVE HAD THIS PHONE FOR ABOUT 2 MONTHS NOW AND I LOVE THIS PHONE. THIS IS MY FIRST IPHONE AND THE BATTERY LIFE IS GOOD BUT COULD BE BETTER IF IT HAD A BIGGER BATTERY. I HIGHLY RECOMMEND THIS PHONE AND I DON'T THINK YOU WILL BE DISAPPOINTED.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61U0NFSik1L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61U0NFSik1L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61U0NFSik1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09JF5ZHQS,B09JF5ZHQS,AEZTLCQYQOHEYVSABS7GNAE2IIQQ,1647128522330,21,True
1.0,Don’t all yet continue usage to early for complete results,It is very difficult to set up manually oh no SIM card which was supposed to be included and no charge cord or ear plugs what has happened plus I believe affirm overcharge me and today they are easy to be hacked into account,[],B07759SBP7,B07759SBP7,AETIUTFQAKC56MOIIYUSHDFYPNVA,1662244368281,0,True
5.0,Great value,Exactly as ordered. Great value for the price.,[],B07759SBP7,B07759SBP7,AFMSBT6IPZ5TIDSTKAS6SXMPCV3Q,1658675887985,1,True
5.0,Great phone exactly as advertised.,SO FAR SO GOOD,[],B07759SBP7,B07759SBP7,AGTUVLLH5L54WV4GQMMW3BWC4PLQ,1558850099052,1,True
4.0,The larger screen comes at the price of bulkiness.,Other than the zoom being difficult the phone performs well.  Previous phone was a 5S.  Can not get iPad and phone to communicate.  Both use ios 12+.  The ipad and 5S did communicate.,[],B07B9LFNM9,B07B9LFNM9,AG6N4M6NR56QN2HRK4NURMGTEFXQ,1550523073794,0,True
4.0,My son has had the replacement for a good while now with no issues,"This phone came in as described...I had to send the first one back because it wasnt properly unlocked (why I didn't give 5 stars, because that was a hassle). My son has had the replacement for a good while now with no issues. The replacement has been a great phone!",[],B00NPY1G56,B00NPY1G56,AEEHTGMOG747KZ5TRC43ACWOL3RA,1489154166000,15,True
5.0,Perfect replacement,Replacement for my old phone. Not paying 1200$ for a new one ya know.,[],B07759SBP7,B07759SBP7,AFD3OTC4HZQZLLRXS35DYYXBY3NA,1665891802731,0,True
5.0,Perfect replacement,Replacement for my old phone. Not paying 1200$ for a new one ya know.,[],B07759SBP7,B07759SBP7,AFD3OTC4HZQZLLRXS35DYYXBY3NA,1665891802731,0,True
5.0,"Great phone, camera , mailbox, memory keeper",I love this phone. It’s amazing. It has 8x the memory of my old 6s,[],B07759SBP7,B07759SBP7,AEKA4QJDDVPESF3ALN3ZZ74SK3HA,1620862656340,0,True
5.0,Love it!,"I was skeptical about ordering a phone off of Amazon, but I love this phone! It came in perfect condition, would’ve never guessed it was renewed. I only had one issue with shipment, but it was quickly resolved when I contacted the seller! Would highly recommend.",[],B08TDTFD8B,B08TDTFD8B,AF3JTAUD3SA4CU7FLVSDXRZ57PCA,1659545624419,3,True
5.0,Be patient,I love this phone! Had a bit of trouble getting it switched over from my other phone but that was the fault of the service carrier. I still don’t know why it won’t ring though.,[],B07759SBP7,B07759SBP7,AEMFC3SGUERV5SY4PM3TX7C5YBTQ,1619366220639,0,True
5.0,Function,Great phone,[],B07759SBP7,B07759SBP7,AGYUZG3ANBI5UKGLGVJUGZ7V3LLA,1566572415151,0,True
